Date,Campaign ID,Campaign Name,Targeting Type,Targeting Value,Match Type,Most Viewed Position,Pacing Type,CPM,Impressions,Direct ATC,Indirect ATC,Direct Quantities Sold,Indirect Quantities Sold,Direct Sales,Indirect Sales,New Users Acquired,Estimated Budget Consumed,Direct RoAS,Total RoAS
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,13,0,0,0,0,0,0,0,6.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,52,0,0,0,0,0,0,0,26,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,disp,SMART,1,DAILY,500,263,1,0,0,0,0,0,0,131.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,dispo,SMART,1,DAILY,500,1099,8,6,4,3,396,407,7,549.5,0.720655141,1.46132848
07-06-2026,529350,Bowls - Generic June'26,Keyword,dispos,SMART,1,DAILY,500,115,1,2,0,0,0,0,0,57.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,disposa,SMART,1,DAILY,500,307,1,7,0,5,0,595,1,153.5,0,3.876221498
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,34,0,2,0,0,0,0,0,17,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,35,0,0,0,0,0,0,0,17.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,disposable,SMART,1,DAILY,500,699,12,7,6,3,594,357,8,349.5,1.699570815,2.721030043
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,31,1,0,0,0,0,0,0,15.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,6,0,0,0,0,0,0,0,3,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,47,0,0,0,0,0,0,0,23.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,11,0,0,0,0,0,0,0,5.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,29,2,0,1,0,99,0,1,14.5,6.827586207,6.827586207
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,24,0,0,0,0,0,0,0,12,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,43,1,0,1,0,99,0,1,21.5,4.604651163,4.604651163
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,19,0,0,0,0,0,0,0,9.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,3,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,1,0,1,0,169,0,0.5,0,338
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,8,0,0,0,0,0,0,0,4,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,9,0,0,0,0,0,0,0,4.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,9,0,0,0,0,0,0,0,4.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,6,0,0,0,0,0,0,0,3,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,disposal,SMART,1,DAILY,500,134,0,0,0,0,0,0,0,67,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,12,0,0,0,0,0,0,0,6,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,13,0,0,0,0,0,0,0,6.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
07-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529352,Plates - Generic June'26,Keyword,paper plate,EXACT,9,DAILY,475,1472,19,4,10,4,1090,396,12,703.8,1.548735436,2.111395283
07-06-2026,529352,Plates - Generic June'26,Keyword,plates,EXACT,1,DAILY,475,1829,35,7,29,4,4151,396,17,875.1,4.743457891,5.195977603
07-06-2026,529352,Plates - Generic June'26,Keyword,paper plates,EXACT,5,DAILY,475,432,4,0,1,0,169,0,0,207.5,0.814457831,0.814457831
07-06-2026,529352,Plates - Generic June'26,Keyword,disposable plates,EXACT,5,DAILY,475,405,15,2,3,2,407,198,4,195.1,2.086109687,3.10097386
07-06-2026,529352,Plates - Generic June'26,Keyword,use and throw plate,EXACT,5,DAILY,475,450,10,1,8,1,772,189,8,216.7,3.562528842,4.434702353
07-06-2026,529356,Eco and vernacular June'26,Keyword,dona,EXACT,1,DAILY,350,337,12,1,7,1,693,99,5,123.7,5.602263541,6.402586904
07-06-2026,529356,Eco and vernacular June'26,Keyword,pattal,EXACT,1,DAILY,350,636,4,0,4,0,456,0,4,229,1.991266376,1.991266376
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,11,0,0,0,0,0,0,0,4.1,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,patal,SMART,1,DAILY,350,300,1,0,0,0,0,0,0,106,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,24,0,0,0,0,0,0,0,8.5,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,8,0,0,0,0,0,0,0,2.9,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,patravali,EXACT,1,DAILY,350,367,8,0,6,0,874,0,4,131.6,6.641337386,6.641337386
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,patr,SMART,1,DAILY,350,104,0,0,0,0,0,0,0,38.7,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,patra,SMART,1,DAILY,350,242,0,0,0,0,0,0,0,87.1,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,5,0,0,0,0,0,0,0,2,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,patre,SMART,1,DAILY,350,28,0,0,0,0,0,0,0,10.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,sugarcane plates,EXACT,1,DAILY,300,11,0,0,0,0,0,0,0,3.3,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,areca plate,EXACT,1,DAILY,300,100,1,0,1,0,119,0,0,30,3.966666667,3.966666667
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,10,0,0,0,0,0,0,0,3,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,are,SMART,1,DAILY,300,762,0,0,0,0,0,0,0,228.6,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,33,0,0,0,0,0,0,0,9.9,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,areca,SMART,1,DAILY,300,179,0,0,0,0,0,0,0,53.7,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,22,0,0,0,0,0,0,0,6.6,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,14,0,0,0,0,0,0,0,4.2,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,11,0,0,0,0,0,0,0,3.3,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,8,0,0,0,0,0,0,0,2.4,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,76,0,0,0,0,0,0,0,22.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,4,0,0,0,0,0,0,0,1.2,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,12,0,0,0,0,0,0,0,3.6,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,1,0,0,0,0,0,0,0,0.3,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,bamboo plate,EXACT,5,DAILY,350,122,2,0,2,0,238,0,2,44,5.409090909,5.409090909
07-06-2026,529356,Eco and vernacular June'26,Keyword,banana leaf plate,EXACT,1,DAILY,350,378,0,0,0,0,0,0,0,135.3,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.7,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,bana,SMART,1,DAILY,350,1071,0,0,0,0,0,0,0,375.3,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,6,0,0,0,0,0,0,0,2.2,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,banana le,SMART,1,DAILY,350,256,1,0,1,0,69,0,1,92.1,0.749185668,0.749185668
07-06-2026,529356,Eco and vernacular June'26,Keyword,banana lea,SMART,1,DAILY,350,416,0,0,0,0,0,0,0,148.5,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,banana leaf,SMART,1,DAILY,350,1114,0,1,0,1,0,99,1,394.9,0,0.250696379
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,4,0,0,0,0,0,0,0,1.4,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,5,0,0,0,0,0,0,0,1.9,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,6,0,0,0,0,0,0,0,2.4,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,7,0,0,0,0,0,0,0,2.6,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,4,0,0,0,0,0,0,0,1.6,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,14,0,0,0,0,0,0,0,5,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,4,0,0,0,0,0,0,0,1.4,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,4,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,22,0,0,0,0,0,0,0,8.2,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,16,0,0,0,0,0,0,0,6,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,8,0,0,0,0,0,0,0,3.1,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,18,0,0,0,0,0,0,0,6.6,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,3,0,0,0,0,0,0,0,1.2,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,8,0,0,0,0,0,0,0,3.2,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,8,0,0,0,0,0,0,0,2.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,3,0,0,0,0,0,0,0,1.2,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,3,0,0,0,0,0,0,0,1.1,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,3,0,0,0,0,0,0,0,1.2,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,8,0,0,0,0,0,0,0,3,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,31,0,0,0,0,0,0,0,11.7,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,24,0,0,0,0,0,0,0,9.1,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,19,0,0,0,0,0,0,0,6.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,42,1,0,1,0,169,0,1,15.1,11.19205298,11.19205298
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,12,0,0,0,0,0,0,0,4.3,0,0
07-06-2026,529356,Eco and vernacular June'26,Keyword,bagasse plates,EXACT,9,DAILY,300,4,0,0,0,0,0,0,0,1.2,0,0
07-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,disp,EXACT,1,DAILY,300,715,7,1,4,0,576,0,3,214.5,2.685314685,2.685314685
07-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,disposa,EXACT,5,DAILY,300,464,8,0,5,0,645,0,2,139.2,4.63362069,4.63362069
07-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,dispos,EXACT,5,DAILY,300,344,7,0,4,0,526,0,2,103.2,5.096899225,5.096899225
07-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,disposabl,EXACT,5,DAILY,300,154,1,0,1,0,169,0,1,46.2,3.658008658,3.658008658
07-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,dispo,EXACT,5,DAILY,300,1673,10,5,4,5,676,765,5,501.9,1.346881849,2.871089859
07-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,disposal,EXACT,5,DAILY,300,848,5,0,5,0,695,0,5,254.4,2.731918239,2.731918239
07-06-2026,529361,Material Conquest June'26,Keyword,thermocol plate,EXACT,1,DAILY,300,4,0,0,0,0,0,0,0,1.2,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,steel plate,EXACT,1,DAILY,450,198,0,0,0,0,0,0,0,91.2,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,10,0,0,0,0,0,0,0,4.6,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,42,1,0,0,0,0,0,0,20.1,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,plate,SMART,1,DAILY,450,528,14,0,9,0,1251,0,6,241.6,5.177980132,5.177980132
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,10,0,0,0,0,0,0,0,4.6,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,8,0,0,0,0,0,0,0,3.8,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,0.9,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,10,0,0,0,0,0,0,0,4.6,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,4,0,0,0,0,0,0,0,2,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,23,0,0,0,0,0,0,0,10.8,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,16,0,0,0,0,0,0,0,7.7,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,stee,SMART,1,DAILY,450,100,0,0,0,0,0,0,0,46.5,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,steel,SMART,5,DAILY,450,196,0,0,0,0,0,0,0,91,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,8,0,0,0,0,0,0,0,3.9,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,14,0,0,0,0,0,0,0,7,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,1,0,0,0,0,0,0,0,0.5,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,24,0,0,0,0,0,0,0,11.3,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,3,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,4,0,0,0,0,0,0,0,2,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,4,0,0,0,0,0,0,0,1.8,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,plastic plate,EXACT,1,DAILY,300,53,1,0,0,0,0,0,0,15.9,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,plastic lan,SMART,1,DAILY,300,3,0,0,0,0,0,0,0,0.9,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,plastic pl,SMART,5,DAILY,300,7,0,0,0,0,0,0,0,2.1,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,plastic pla,SMART,1,DAILY,300,5,0,0,0,0,0,0,0,1.5,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,plastic plates,SMART,3,DAILY,300,12,0,0,0,0,0,0,0,3.6,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,plate i,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,plastic bowl,EXACT,1,DAILY,400,107,0,0,0,0,0,0,0,42.8,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,8,0,0,0,0,0,0,0,3.2,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,9,0,0,0,0,0,0,0,3.6,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,bowl,SMART,3,DAILY,400,251,0,0,0,0,0,0,0,100.4,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,1,0,0,0,0,0,0,0,0.4,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,1,0,0,0,0,0,0,0,0.4,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,1,0,0,0,0,0,0,0,0.4,0,0
